molecule,smiles,max_abs,max_em,solvent,dc,etn
4B,CC(C)(C)C1=NC2=C(C3=CC=CC4=C3C=CC=C4)C5=NSN=C5C(=C2N1)C6=C7C=CC=CC7=CC=C6,425.0,507.0,PHME,2.3741,0.099
4B,CC(C)(C)C1=NC2=C(C3=CC=CC4=C3C=CC=C4)C5=NSN=C5C(=C2N1)C6=C7C=CC=CC7=CC=C6,424.0,517.0,CFM,4.81,0.259
4B,CC(C)(C)C1=NC2=C(C3=CC=CC4=C3C=CC=C4)C5=NSN=C5C(=C2N1)C6=C7C=CC=CC7=CC=C6,424.0,507.0,THF,7.58,0.605
4B,CC(C)(C)C1=NC2=C(C3=CC=CC4=C3C=CC=C4)C5=NSN=C5C(=C2N1)C6=C7C=CC=CC7=CC=C6,419.0,528.0,MeOH,32.613,0.762
4B,CC(C)(C)C1=NC2=C(C3=CC=CC4=C3C=CC=C4)C5=NSN=C5C(=C2N1)C6=C7C=CC=CC7=CC=C6,427.0,525.0,DMSO,46.826,0.444
4B,CC(C)(C)C1=NC2=C(C3=CC=CC4=C3C=CC=C4)C5=NSN=C5C(=C2N1)C6=C7C=CC=CC7=CC=C6,430.0,535.0,H2O,78.35,1.0
4C,CC(C)(C)C1=NC2=C(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C6=NSN=C6C(=C2N1)C7=CC=C(C=C7)N(C8=CC=CC=C8)C9=CC=CC=C9,492.0,622.0,PHME,2.3741,0.099
4C,CC(C)(C)C1=NC2=C(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C6=NSN=C6C(=C2N1)C7=CC=C(C=C7)N(C8=CC=CC=C8)C9=CC=CC=C9,498.0,645.0,CFM,4.81,0.259
4C,CC(C)(C)C1=NC2=C(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C6=NSN=C6C(=C2N1)C7=CC=C(C=C7)N(C8=CC=CC=C8)C9=CC=CC=C9,489.0,628.0,THF,7.58,0.605
4C,CC(C)(C)C1=NC2=C(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C6=NSN=C6C(=C2N1)C7=CC=C(C=C7)N(C8=CC=CC=C8)C9=CC=CC=C9,489.0,665.0,DMSO,46.826,0.444
4C,CC(C)(C)C1=NC2=C(C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=CC=C5)C6=NSN=C6C(=C2N1)C7=CC=C(C=C7)N(C8=CC=CC=C8)C9=CC=CC=C9,490.0,660.0,H2O,78.35,1.0
styril-BTD-4,COC1=CC=C(C=C1)OC2=CC=C(C=CC3=CC=CC=C3)C4=NSN=C24,420.0,534.0,CHX,2.02,0.006
styril-BTD-4,COC1=CC=C(C=C1)OC2=CC=C(C=CC3=CC=CC=C3)C4=NSN=C24,421.0,542.0,PHME,2.3741,0.099
styril-BTD-4,COC1=CC=C(C=C1)OC2=CC=C(C=CC3=CC=CC=C3)C4=NSN=C24,421.0,557.0,DCM,8.93,0.309
styril-BTD-4,COC1=CC=C(C=C1)OC2=CC=C(C=CC3=CC=CC=C3)C4=NSN=C24,415.0,563.0,MeCN,37.5,0.46
styril-BTD-4,COC1=CC=C(C=C1)OC2=CC=C(C=CC3=CC=CC=C3)C4=NSN=C24,420.0,578.0,EtOH,24.852,0.654
styril-BTD-5,C1=CC=C(C=C1)/C=C/C2=CC=C(C3=C(C=CC=C3)C4=CC=CC=C4)C5=NSN=C25,409.0,503.0,CHX,2.02,0.006
styril-BTD-5,C1=CC=C(C=C1)/C=C/C2=CC=C(C3=C(C=CC=C3)C4=CC=CC=C4)C5=NSN=C25,411.0,517.0,PHME,2.3741,0.099
styril-BTD-5,C1=CC=C(C=C1)/C=C/C2=CC=C(C3=C(C=CC=C3)C4=CC=CC=C4)C5=NSN=C25,409.0,525.0,DCM,8.93,0.309
styril-BTD-5,C1=CC=C(C=C1)/C=C/C2=CC=C(C3=C(C=CC=C3)C4=CC=CC=C4)C5=NSN=C25,404.0,529.0,MeCN,37.5,0.46
styril-BTD-5,C1=CC=C(C=C1)/C=C/C2=CC=C(C3=C(C=CC=C3)C4=CC=CC=C4)C5=NSN=C25,407.0,544.0,EtOH,24.852,0.654
BTD-1,CCCCNC1=CC=C(C2=CC=C(C=C2)OC)C3=NSN=C13,403.0,534.0,TOL,2.3741,0.099
BTD-2,COC1=CC=C(C=C1)C2=CC=C(C3=NSN=C23)NC4=CC=C(C=C4)C#N,414.0,527.0,TOL,2.3741,0.099
BTD-3,CN1C2=C(C=CC=C2)C(=N1)/C=C/C3=CC=CC4=NSN=C34,413.0,520.0,TOL,2.3741,0.099
BTD-4,CN1C(=C2C=CC=CC2=N1)/C=C/C3=CC=CC4=NSN=C34,409.0,519.0,TOL,2.3741,0.099
LD-BTD-1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,400.0,501.0,HEX,1.88,0.009
LD-BTD-1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,410.0,537.0,TOL,2.3741,0.099
LD-BTD-1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,425.0,568.0,THF,7.58,0.605
LD-BTD-1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,437.0,618.0,DMSO,46.826,0.444
LD-BTD-1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,421.0,628.0,MeOH,32.613,0.762
LD-BTD-2,CN(C1C2C(=NSN=2)C=CC=1)[H],420.0,513.0,HEX,1.88,0.009
LD-BTD-2,CN(C1C2C(=NSN=2)C=CC=1)[H],430.0,553.0,TOL,2.3741,0.099
LD-BTD-2,CN(C1C2C(=NSN=2)C=CC=1)[H],437.0,568.0,THF,7.58,0.605
LD-BTD-2,CN(C1C2C(=NSN=2)C=CC=1)[H],446.0,615.0,DMSO,46.826,0.444
LD-BTD-2,CN(C1C2C(=NSN=2)C=CC=1)[H],437.0,629.0,MeOH,32.613,0.762
LD-BTD-3,CN(C)C1=CC=CC2=NSN=C21,424.0,523.0,HEX,1.88,0.009
LD-BTD-3,CN(C)C1=CC=CC2=NSN=C21,432.0,558.0,TOL,2.3741,0.099
LD-BTD-3,CN(C)C1=CC=CC2=NSN=C21,434.0,576.0,THF,7.58,0.605
LD-BTD-3,CN(C)C1=CC=CC2=NSN=C21,440.0,624.0,DMSO,46.826,0.444
LD-BTD-3,CN(C)C1=CC=CC2=NSN=C21,432.0,625.0,MeOH,32.613,0.762
LD-BTD-4,C1C=C(N(C(C)=O)[H])C2C(=NSN=2)C=1,372.0,436.0,HEX,1.88,0.009
LD-BTD-4,C1C=C(N(C(C)=O)[H])C2C(=NSN=2)C=1,374.0,483.0,TOL,2.3741,0.099
LD-BTD-4,C1C=C(N(C(C)=O)[H])C2C(=NSN=2)C=1,374.0,488.0,THF,7.58,0.605
LD-BTD-4,C1C=C(N(C(C)=O)[H])C2C(=NSN=2)C=1,373.0,510.0,DMSO,46.826,0.444
LD-BTD-4,C1C=C(N(C(C)=O)[H])C2C(=NSN=2)C=1,352.0,516.0,MeOH,32.613,0.762
LD-BTD-4,C1C=C(N(C(C)=O)[H])C2C(=NSN=2)C=1,352.0,536.0,H2O,78.35,1.0
LD-BTD-5,CCCC(=O)NC1=CC=CC2=NSN=C21,373.0,467.0,HEX,1.88,0.009
LD-BTD-5,CCCC(=O)NC1=CC=CC2=NSN=C21,375.0,485.0,TOL,2.3741,0.099
LD-BTD-5,CCCC(=O)NC1=CC=CC2=NSN=C21,375.0,486.0,THF,7.58,0.605
LD-BTD-5,CCCC(=O)NC1=CC=CC2=NSN=C21,373.0,509.0,DMSO,46.826,0.444
LD-BTD-5,CCCC(=O)NC1=CC=CC2=NSN=C21,364.0,515.0,MeOH,32.613,0.762
LD-BTD-5,CCCC(=O)NC1=CC=CC2=NSN=C21,354.0,537.0,H2O,78.35,1.0
LD-BTD-6,C1CCN(CC1)C2=CC=CC3=NSN=C32,413.0,533.0,HEX,1.88,0.009
LD-BTD-6,C1CCN(CC1)C2=CC=CC3=NSN=C32,420.0,569.0,TOL,2.3741,0.099
LD-BTD-6,C1CCN(CC1)C2=CC=CC3=NSN=C32,420.0,586.0,THF,7.58,0.605
LD-BTD-6,C1CCN(CC1)C2=CC=CC3=NSN=C32,423.0,627.0,DMSO,46.826,0.444
LD-BTD-6,C1CCN(CC1)C2=CC=CC3=NSN=C32,413.0,635.0,MeOH,32.613,0.762
LD-BTD-6,C1CCN(CC1)C2=CC=CC3=NSN=C32,388.0,575.0,H2O,78.35,1.0
LD-BTD-7,C1=CC2=NSN=C2C(=C1)N3CCOCC3,403.0,530.0,HEX,1.88,0.009
LD-BTD-7,C1=CC2=NSN=C2C(=C1)N3CCOCC3,409.0,563.0,TOL,2.3741,0.099
LD-BTD-7,C1=CC2=NSN=C2C(=C1)N3CCOCC3,408.0,578.0,THF,7.58,0.605
LD-BTD-7,C1=CC2=NSN=C2C(=C1)N3CCOCC3,412.0,620.0,DMSO,46.826,0.444
LD-BTD-7,C1=CC2=NSN=C2C(=C1)N3CCOCC3,402.0,629.0,MeOH,32.613,0.762
LD-BTD-8,C1=CC2=NSN=C2C(=C1)N3CCSCC3,405.0,526.0,HEX,1.88,0.009
LD-BTD-8,C1=CC2=NSN=C2C(=C1)N3CCSCC3,414.0,557.0,TOL,2.3741,0.099
LD-BTD-8,C1=CC2=NSN=C2C(=C1)N3CCSCC3,412.0,573.0,THF,7.58,0.605
LD-BTD-8,C1=CC2=NSN=C2C(=C1)N3CCSCC3,417.0,614.0,DMSO,46.826,0.444
LD-BTD-8,C1=CC2=NSN=C2C(=C1)N3CCSCC3,408.0,618.0,MeOH,32.613,0.762
LD-BTD-9,CN1CCN(CC1)C2=CC=CC3=NSN=C32,409.0,532.0,HEX,1.88,0.009
LD-BTD-9,CN1CCN(CC1)C2=CC=CC3=NSN=C32,414.0,565.0,TOL,2.3741,0.099
LD-BTD-9,CN1CCN(CC1)C2=CC=CC3=NSN=C32,414.0,583.0,THF,7.58,0.605
LD-BTD-9,CN1CCN(CC1)C2=CC=CC3=NSN=C32,416.0,620.0,DMSO,46.826,0.444
LD-BTD-9,CN1CCN(CC1)C2=CC=CC3=NSN=C32,402.0,624.0,MeOH,32.613,0.762
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,446.0,526.0,HEX,1.88,0.009
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,458.0,563.0,TOL,2.3741,0.099
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,457.0,575.0,THF,7.58,0.605
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,464.0,620.0,DMSO,46.826,0.444
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,459.0,633.0,MeOH,32.613,0.762
LD-BTD-10,C1CCN(C1)C2=CC=CC3=NSN=C32,460.0,579.0,H2O,78.35,1.0
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,431.0,523.0,HEX,1.88,0.009
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,438.0,554.0,TOL,2.3741,0.099
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,442.0,570.0,THF,7.58,0.605
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,451.0,619.0,DMSO,46.826,0.444
LD-BTD-11,C1CCC(N(C2C3C(=NSN=3)C=CC=2)[H])CC1,443.0,629.0,MeOH,32.613,0.762
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,432.0,511.0,HEX,1.88,0.009
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,439.0,544.0,TOL,2.3741,0.099
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,443.0,563.0,THF,7.58,0.605
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,450.0,615.0,DMSO,46.826,0.444
LD-BTD-12,C1C=CC(N(C2C3C(=NSN=3)C=CC=2)[H])=CC=1,441.0,562.0,H2O,78.35,1.0
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,448.0,581.0,HEX,1.88,0.009
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,453.0,573.0,TOL,2.3741,0.099
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,451.0,594.0,THF,7.58,0.605
LD-BTD-13,C1C=C(N(C2C=CC=CC=2)C2C=CC=CC=2)C2C(=NSN=2)C=1,451.0,638.0,DMSO,46.826,0.444
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,409.0,507.0,HEX,1.88,0.009
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,414.0,535.0,TOL,2.3741,0.099
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,426.0,562.0,THF,7.58,0.605
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,434.0,598.0,DMSO,46.826,0.444
LD-BTD-14,OC(=O)C(Cc1ccccc1)Nc2cccc3nsnc23,427.0,617.0,MeOH,32.613,0.762
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,411.0,507.0,HEX,1.88,0.009
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,416.0,535.0,TOL,2.3741,0.099
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,427.0,553.0,THF,7.58,0.605
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,433.0,600.0,DMSO,46.826,0.444
LD-BTD-15,CC(C)C(Nc1cccc2nsnc12)C(O)=O,428.0,615.0,MeOH,32.613,0.762
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,406.0,509.0,DCM,8.93,0.309
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,407.0,507.0,DCM,8.93,0.309
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,407.0,506.0,DCM,8.93,0.309
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,405.0,504.0,DCM,8.93,0.309
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,407.0,506.0,DCM,8.93,0.309
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,407.0,506.0,DCM,8.93,0.309
3g,C1=CC=C(C=C1)OC2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)OC7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,407.0,508.0,DCM,8.93,0.309
3h,C1=CC=C(C=C1)C2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)C7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,407.0,504.0,DCM,8.93,0.309
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,404.0,513.0,DMSO,46.826,0.444
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,405.0,512.0,DMSO,46.826,0.444
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,405.0,513.0,DMSO,46.826,0.444
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,405.0,512.0,DMSO,46.826,0.444
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,404.0,513.0,DMSO,46.826,0.444
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,405.0,514.0,DMSO,46.826,0.444
3g,C1=CC=C(C=C1)OC2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)OC7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,404.0,516.0,DMSO,46.826,0.444
3h,C1=CC=C(C=C1)C2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)C7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,406.0,515.0,DMSO,46.826,0.444
3a,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1O)cc2)c4nsnc34)cc5)c6ccccc6O,391.0,521.0,MeOH,32.613,0.762
3b,COc1ccccc1C(=O)/C=C/c6ccc(c4ccc(c3ccc(/C=C/C(=O)c2ccccc2OC)cc3)c5nsnc45)cc6,397.0,514.0,MeOH,32.613,0.762
3c,O=C(/C=C/c5ccc(c3ccc(c2ccc(/C=C/C(=O)c1ccccc1)cc2)c4nsnc34)cc5)c6ccccc6,398.0,520.0,MeOH,32.613,0.762
3d,COc5ccc(Oc3ccc(c1ccccc1c2ccccc2)c4nsnc34)cc5,398.0,515.0,MeOH,32.613,0.762
3e,COc5c(C)cc(c3ccc(Oc2ccc1ccccc1c2)c4nsnc34)cc5C,404.0,518.0,MeOH,32.613,0.762
3f,Cc1ccccc1c4ccc(Oc3ccc2ccccc2c3)c5nsnc45,403.0,519.0,MeOH,32.613,0.762
3g,C1=CC=C(C=C1)OC2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)OC7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,403.0,520.0,MeOH,32.613,0.762
3h,C1=CC=C(C=C1)C2=C(C=CC=C2)N3C=C(C4=CC=C(C5=CN(C6=C(C=CC=C6)C7=CC=CC=C7)N=N5)C8=NSN=C48)N=N3,401.0,519.0,MeOH,32.613,0.762
D1,CC1C=C(C2C3=NSN=C3C(/C=C3/C(=O)N(CC)/C(=C(/C#N)\C#N)/S/3)=CC=2)SC=1C1SC(C2SC(C3SC(C4SC(C5C6=NSN=C6C(/C=C6/C(=O)N(CC)/C(=C(/C#N)\C#N)/S/6)=CC=5)=CC=4C)=CC=3C)=CC=2)=C(C)C=1,420.0,536.0,MXylene,2.374,0.074
BCZ-BTD-AD,CC1(C)C2=C(C=CC=C2)N(C3=C1C=CC=C3)C4=CC=C(C5=CC(=CC(=C5)N6C7=C(C=CC=C7)C8=C6C=CC=C8)N9C%10=C(C=CC=C%10)C%11=C9C=CC=C%11)C%12=NSN=C4%12,337.0,650.0,THF,7.58,0.605
BCPBT,C1=CC2=C(C=C1)N(C3=CC(=CC(=C3)N4C5=C(C=CC=C5)C6=C4C=CC=C6)C7=CC=C(C8=CC(=CC(=C8)N9C%10=C(C=CC=C%10)C%11=C9C=CC=C%11)N%12C%13=C(C=CC=C%13)C%14=C%12C=CC=C%14)C%15=NSN=C7%15)C%16=C2C=CC=C%16,332.0,558.0,DCM,8.93,0.309
C3TBz,CCCCCCC1=C(C2=CC=C(C3=NSN=C23)C4=C(CCCCCC)C=C(C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=C6C=CC=C8)S4)SC(=C1)C9=CC%10=C(C=C9)N(C%11=CC=CC=C%11)C%12=C%10C=CC=C%12,322.0,647.0,DCM,8.93,0.309
C4TBz,CCCCCCC1C=C(C2C3C(=NSN=3)C(C3SC(C4C=CC5N(C6C=CC=CC=6C=5C=4)C4C=CC=CC=4)=C(CCCCCC)C=3)=CC=2)SC=1C1C=CC2N(C3C=CC=CC=3C=2C=1)C1C=CC=CC=1,335.0,665.0,DCM,8.93,0.309
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,418.0,509.0,HEX,1.88,0.009
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,427.0,571.0,TOL,2.3741,0.099
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,429.0,620.0,THF,7.58,0.605
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,427.0,617.0,CFM,4.81,0.259
BTD1,CN(C)C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,440.0,694.0,DMSO,46.826,0.444
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,370.0,466.0,HEX,1.88,0.009
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,488.0,TOL,2.3741,0.099
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,501.0,THF,7.58,0.605
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,372.0,507.0,CFM,4.81,0.259
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,374.0,534.0,DMSO,46.826,0.444
BTD2,COC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,368.0,547.0,MeOH,32.613,0.762
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,371.0,472.0,HEX,1.88,0.009
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,493.0,TOL,2.3741,0.099
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,373.0,515.0,THF,7.58,0.605
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,372.0,518.0,CFM,4.81,0.259
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,376.0,568.0,DMSO,46.826,0.444
BTD3,CSC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,370.0,569.0,MeOH,32.613,0.762
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,357.0,426.0,HEX,1.88,0.009
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,360.0,470.0,TOL,2.3741,0.099
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,359.0,474.0,THF,7.58,0.605
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,357.0,478.0,CFM,4.81,0.259
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,360.0,488.0,DMSO,46.826,0.444
BTD4,CNC1=CC=C(C=C1)C2=CC=CC3=NSN=C23,356.0,499.0,MeOH,32.613,0.762
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,348.0,421.0,HEX,1.88,0.009
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,352.0,431.0,TOL,2.3741,0.099
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,351.0,431.0,THF,7.58,0.605
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,350.0,466.0,CFM,4.81,0.259
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,352.0,478.0,DMSO,46.826,0.444
BTD5,C1=CC=C(C=C1)C2=CC=CC3=NSN=C23,349.0,482.0,MeOH,32.613,0.762
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,349.0,425.0,HEX,1.88,0.009
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,353.0,435.0,TOL,2.3741,0.099
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,351.0,432.0,THF,7.58,0.605
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,351.0,469.0,CFM,4.81,0.259
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,352.0,478.0,DMSO,46.826,0.444
BTD6,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)F,349.0,485.0,MeOH,32.613,0.762
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,350.0,425.0,HEX,1.88,0.009
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,353.0,432.0,TOL,2.3741,0.099
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,351.0,434.0,THF,7.58,0.605
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,353.0,471.0,CFM,4.81,0.259
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,352.0,478.0,DMSO,46.826,0.444
BTD7,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)Cl,350.0,483.0,MeOH,32.613,0.762
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,340.0,418.0,HEX,1.88,0.009
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,342.0,425.0,TOL,2.3741,0.099
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,342.0,423.0,THF,7.58,0.605
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,342.0,424.0,CFM,4.81,0.259
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,339.0,453.0,DMSO,46.826,0.444
BTD8,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C(F)(F)F,339.0,428.0,MeOH,32.613,0.762
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,349.0,423.0,TOL,2.3741,0.099
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,348.0,426.0,THF,7.58,0.605
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,348.0,426.0,CFM,4.81,0.259
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,347.0,437.0,DMSO,46.826,0.444
BTD9,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)S(=O)(=O)N,341.0,434.0,MeOH,32.613,0.762
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,341.0,420.0,HEX,1.88,0.009
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,345.0,425.0,TOL,2.3741,0.099
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,343.0,425.0,THF,7.58,0.605
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,343.0,423.0,CFM,4.81,0.259
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,345.0,451.0,DMSO,46.826,0.444
BTD10,C1=CC2=NSN=C2C(=C1)C3=CC=C(C=C3)C#N,342.0,433.0,MeOH,32.613,0.762
TBTz1,CCCCCCCCC1=C(C2=CC=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC=C4)SC(=C1)C5=C(CCCCCCCC)C=C(C6=CC=C(C7=CC(=C(C8=CC(=C(C9=CC=C(C=C9)N(C%10=CC=CC=C%10)C%11=CC=CC=C%11)S8)CCCCCCCC)S7)CCCCCCCC)C%12=NSN=C6%12)S5,530.0,661.0,DCM,8.93,0.309
